CVE-2003-0727|allowedAction({local,user},cause,{denial,service}) 
CVE-2009-1209|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1210|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1212|allowedAction({attacker,remote},overwrite,{file,arbitrary}) 
CVE-2009-1222|allowedAction({attacker,remote},include,{file,arbitrary}) 
CVE-2009-1224|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1226|allowedAction({attacker,remote},delete,{file,arbitrary}) 
CVE-2009-1227|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) |
CVE-2009-1228|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-1229|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1230|
CVE-2009-1232|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1233|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1234|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1235|allowedAction({local,user},overwrite,{kernel,memory}) allowedAction({local,user},overwrite,{privilege,gain}) 
CVE-2009-1236|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1237|allowedAction({local,user},cause,{denial,service}) 
CVE-2009-1238|allowedAction({local,user},cause,{denial,service}) 
CVE-2009-1244|allowedAction({os,guest,user},execute,{code,arbitrary}) 
CVE-2009-1246|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2009-1247|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1248|
CVE-2009-1252|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1256|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1257|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1259|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1260|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1263|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1267|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1268|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1269|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1277|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1278|allowedAction({attacker,remote},inject,{code,PHP,arbitrary}) 
CVE-2009-1282|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1283|allowedAction({attacker,remote},gain,{privilege}) 
CVE-2009-1302|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},trigger,{corruption,memory}) 
CVE-2009-1303|
CVE-2009-1304|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},trigger,{corruption,memory}) 
CVE-2009-1305|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},trigger,{corruption,memory}) 
CVE-2009-1306|allowedAction({attacker,remote},conduct,{attack,scripting,cross-site}) allowedAction({attacker,remote},conduct,{attack,other}) 
CVE-2009-1307|
CVE-2009-1308|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-1309|allowedAction({attacker,remote},conduct,{attack,cross-site,scripting}) 
CVE-2009-1310|allowedAction({user-assisted,remote,attacker},inject,{web,arbitrary,script}) allowedAction({user-assisted,remote,attacker},inject,{HTML}) 
CVE-2009-1311|allowedAction({user-assisted,remote,attacker},obtain,{sensitive,information}) 
CVE-2009-1312|allowedAction({attacker,remote},conduct,{attack,scripting,cross-site}) 
CVE-2009-1313|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1314|allowedAction({attacker,remote},create,{file,arbitrary}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1315|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-1316|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1317|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1318|allowedAction({attacker,remote},include,{file,arbitrary}) 
CVE-2009-1319|allowedAction({attacker,remote},include,{file,arbitrary}) 
CVE-2009-1321|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-1322|allowedAction({attacker,remote},download,{database}) 
CVE-2009-1323|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1324|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1325|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1326|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1327|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1328|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1329|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1330|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1331|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1336|
CVE-2009-1337|allowedAction({local,user},send,{signal,arbitrary}) 
CVE-2009-1341|allowedAction({attacker,context-dependent},cause,{denial,service}) 
CVE-2009-1345|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1346|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1347|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1351|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1352|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1353|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1354|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2009-1355|allowedAction({local,user},gain,{privilege}) 
CVE-2009-1356|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1364|allowedAction({attacker,context-dependent},cause,{denial,service}) allowedAction({attacker,context-dependent},execute,{code,arbitrary}) 
CVE-2009-1367|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-1368|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2009-1369|
CVE-2009-1370|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1373|
CVE-2009-1374|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1375|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1376|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1377|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1378|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1379|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},have,{impact,other,unspecified}) 
CVE-2009-1384|allowedAction({attacker,remote},enumerate,{username,valid}) 
CVE-2009-1385|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1386|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1387|
CVE-2009-1388|allowedAction({local,user},cause,{denial,service}) 
CVE-2009-1389|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1392|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1403|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1404|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1405|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2009-1406|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2009-1407|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2009-1408|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) allowedAction({attacker,remote},inject,{img}) 
CVE-2009-1409|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1410|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1411|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1427|allowedAction({local,user},cause,{denial,service}) 
CVE-2009-1437|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1439|
CVE-2009-1444|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2009-1445|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2009-1446|
CVE-2009-1447|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1449|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1450|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2009-1451|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-1452|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2009-1453|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1480|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1483|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1486|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2009-1487|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1488|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2009-1489|allowedAction({attacker,remote},bypass,{access,authentication,administrative,gain}) 
CVE-2009-1492|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1493|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1495|allowedAction({attacker,remote},download,{database}) 
CVE-2009-1496|
CVE-2009-1497|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1498|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2009-1499|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1500|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1502|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2009-1503|
CVE-2009-1504|allowedAction({attacker,remote},bypass,{access,authentication,administrative,gain}) 
CVE-2009-1506|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1508|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1509|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1510|
CVE-2009-1511|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1512|
CVE-2009-1514|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1516|allowedAction({attacker,context-dependent},execute,{code,arbitrary}) 
CVE-2009-1517|
CVE-2009-1519|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2009-1528|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1529|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1530|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1531|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1532|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1533|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1534|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1535|allowedAction({attacker,remote},bypass,{protection,uri-based,mechanism}) allowedAction({attacker,remote},bypass,{folder,list}) allowedAction({attacker,remote},modify,{file}) allowedAction({attacker,remote},modify,{pathname,initial,component}) 
CVE-2009-1536|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1537|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1538|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1539|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1542|allowedAction({os,user,guest},execute,{kernel-mode,code}) allowedAction({os,user,guest},execute,{privilege,gain}) 
CVE-2009-1544|
CVE-2009-1545|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1546|allowedAction({attacker,remote},execute,{code,arbitrary}) allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},cause,{sp3}) allowedAction({attacker,remote},cause,{gold,server}) 
CVE-2009-1547|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1548|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1549|allowedAction({attacker,remote},bypass,{authentication}) allowedAction({attacker,remote},obtain,{access,administrative}) 
CVE-2009-1550|allowedAction({attacker,remote},obtain,{administrator,login,name}) allowedAction({attacker,remote},obtain,{password}) 
CVE-2009-1551|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2009-1570|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1571|
CVE-2009-1574|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1577|allowedAction({attacker,remote,user-assisted},execute,{code,arbitrary}) 
CVE-2009-1578|
CVE-2009-1579|allowedAction({attacker,remote},execute,{command,arbitrary}) 
CVE-2009-1580|allowedAction({attacker,remote},hijack,{web,session}) 
CVE-2009-1581|
CVE-2009-1582|allowedAction({attacker,remote},bypass,{restriction,intended}) allowedAction({attacker,remote},gain,{privilege}) 
CVE-2009-1583|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) allowedAction({attacker,remote},inject,{parameter,m}) 
CVE-2009-1584|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) allowedAction({attacker,remote},execute,{xtmtema,parameter}) allowedAction({authenticate,remote,user},execute,{sql,command,arbitrary}) allowedAction({authenticate,remote,user},execute,{xtmtema,parameter}) 
CVE-2009-1586|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1587|allowedAction({attacker,remote},bypass,{authentication}) allowedAction({attacker,remote},obtain,{access,administrative}) 
CVE-2009-1592|allowedAction({ftp,remote,server},execute,{code,arbitrary}) 
CVE-2009-1602|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1607|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-1609|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1610|allowedAction({attacker,remote},change,{privilege}) 
CVE-2009-1611|allowedAction({ftp,remote,server},execute,{code,arbitrary}) 
CVE-2009-1612|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1613|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1614|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-1615|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1617|allowedAction({attacker,remote},bypass,{access,authentication,administrative,gain}) allowedAction({attacker,remote},bypass,{lvl}) 
CVE-2009-1618|allowedAction({attacker,remote},bypass,{access,authentication,administrative,gain}) allowedAction({attacker,remote},bypass,{lvl,=}) 
CVE-2009-1619|allowedAction({attacker,remote},bypass,{access,authentication,administrative,gain}) 
CVE-2009-1621|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2009-1622|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1623|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-1624|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2009-1625|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2009-1626|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1627|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1630|allowedAction({local,user},bypass,{permission}) allowedAction({local,user},execute,{file}) 
CVE-2009-1632|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1633|
CVE-2009-1637|allowedAction({attacker,remote},change,{admin,e-mail,address}) allowedAction({attacker,remote},change,{password}) 
CVE-2009-1638|allowedAction({attacker,remote},bypass,{authentication}) allowedAction({attacker,remote},obtain,{access,administrative}) 
CVE-2009-1641|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1642|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1643|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1644|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1645|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1646|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1647|allowedAction({pop3,remote,server},cause,{denial,service}) 
CVE-2009-1649|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2009-1650|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1651|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1652|allowedAction({attacker,remote},gain,{privilege}) allowedAction({attacker,remote},add,{administrator}) 
CVE-2009-1653|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2009-1654|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-1655|allowedAction({authenticate,remote,user},execute,{sql,command,arbitrary}) allowedAction({authenticate,remote,user},execute,{password}) 
CVE-2009-1658|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1659|allowedAction({attacker,remote},bypass,{access,restriction,intended}) allowedAction({attacker,remote},bypass,{upload}) allowedAction({attacker,remote},execute,{file,arbitrary}) 
CVE-2009-1660|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1661|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1662|
CVE-2009-1663|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1664|allowedAction({attacker,remote},change,{password,other,user}) allowedAction({attacker,remote},gain,{privilege}) 
CVE-2009-1665|allowedAction({attacker,remote},remove,{account,user,arbitrary}) 
CVE-2009-1667|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1668|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1669|allowedAction({attacker,context-dependent},execute,{command,arbitrary}) 
CVE-2009-1670|allowedAction({attacker,remote},add,{admin,account}) 
CVE-2009-1671|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1672|allowedAction({attacker,remote},execute,{code,arbitrary}) |allowedAction({attacker,remote},launch,{process,jre,installation}) 
CVE-2009-1673|allowedAction({local,user},cause,{denial,service}) 
CVE-2009-1674|allowedAction({user-assisted,remote,attacker},execute,{code,arbitrary}) 
CVE-2009-1675|allowedAction({ftp,remote,server},execute,{code,arbitrary}) 
CVE-2009-1677|
CVE-2009-1678|allowedAction({attacker,remote},create,{file,arbitrary}) 
CVE-2009-1687|allowedAction({attacker,remote},execute,{code,arbitrary}) allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1690|allowedAction({attacker,remote},execute,{code,arbitrary}) allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1692|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1698|allowedAction({attacker,remote},execute,{code,arbitrary}) allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1699|
CVE-2009-1709|
CVE-2009-1724|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-1725|allowedAction({attacker,remote},execute,{code,arbitrary}) allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1726|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1734|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1735|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-1736|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1739|allowedAction({attacker,remote},bypass,{privilege,authentication,gain}) 
CVE-2009-1741|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1743|allowedAction({attacker,remote},create,{file,arbitrary}) 
CVE-2009-1744|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1746|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1747|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1748|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2009-1749|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-1750|
CVE-2009-1751|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1752|
CVE-2009-1758|allowedAction({application,guest,user},cause,{denial,service}) 
CVE-2009-1759|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1764|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1765|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2009-1766|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1767|allowedAction({attacker,remote},modify,{account,arbitrary}) 
CVE-2009-1768|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2009-1770|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2009-1771|allowedAction({attacker,remote},create,{admin,account}) allowedAction({attacker,remote},create,{user}) allowedAction({attacker,remote},create,{user}) allowedAction({attacker,remote},create,{user}) allowedAction({attacker,remote},create,{user}) 
CVE-2009-1774|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2009-1778|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1779|
CVE-2009-1780|allowedAction({attacker,remote},gain,{privilege,administrative}) 
CVE-2009-1781|allowedAction({attacker,remote},inject,{code,PHP,arbitrary}) 
CVE-2009-1786|allowedAction({local,user},create,{file,arbitrary}) 
CVE-2009-1787|
CVE-2009-1789|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1799|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1804|
CVE-2009-1805|allowedAction({os,guest,user},cause,{denial,service}) 
CVE-2009-1809|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-1810|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) allowedAction({attacker,remote},allow,{authenticate,remote,user}) 
CVE-2009-1811|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-1812|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) allowedAction({attacker,remote},allow,{authenticate,remote,user}) 
CVE-2009-1813|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1814|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1815|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1816|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1817|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1818|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1819|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1820|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-1821|allowedAction({attacker,remote},download,{file,database}) 
CVE-2009-1822|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2009-1824|allowedAction({local,user},gain,{privilege}) 
CVE-2009-1825|
CVE-2009-1826|
CVE-2009-1827|allowedAction({attacker,remote},cause,{denial,service,related}) 
CVE-2009-1828|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1829|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1830|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1831|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1832|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1833|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1834|allowedAction({attacker,remote},spoof,{bar,location}) 
CVE-2009-1835|
CVE-2009-1836|allowedAction({man-in-the-middle,attacker},execute,{web,arbitrary,script}) 
CVE-2009-1837|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1838|allowedAction({attacker,remote},execute,{javascript,arbitrary}) 
CVE-2009-1839|allowedAction({attacker,remote,user-assisted},bypass,{access,restriction,intended}) allowedAction({attacker,remote,user-assisted},read,{file}) 
CVE-2009-1840|allowedAction({attacker,remote},bypass,{access,restriction,intended}) 
CVE-2009-1841|allowedAction({attacker,remote},execute,{web,script,arbitrary}) 
CVE-2009-1846|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2009-1847|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2009-1848|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1850|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1852|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1853|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1854|allowedAction({attacker,remote},bypass,{access,authentication,administrative,gain}) 
CVE-2009-1863|allowedAction({attacker},cause,{denial,service}) allowedAction({attacker},execute,{code,arbitrary}) 
CVE-2009-1864|allowedAction({attacker},cause,{denial,service}) allowedAction({attacker},execute,{code,arbitrary}) 
CVE-2009-1865|allowedAction({attacker},cause,{denial,service}) allowedAction({attacker},execute,{code,related,arbitrary}) 
CVE-2009-1866|allowedAction({attacker},cause,{denial,service}) allowedAction({attacker},execute,{code,arbitrary}) 
CVE-2009-1867|allowedAction({attacker},trick,{user}) 
CVE-2009-1868|allowedAction({attacker},cause,{denial,service}) allowedAction({attacker},execute,{code,arbitrary}) 
CVE-2009-1869|allowedAction({attacker},cause,{denial,service}) allowedAction({attacker},execute,{code,arbitrary}) 
CVE-2009-1870|allowedAction({attacker},obtain,{sensitive,information}) 
CVE-2009-1873|
CVE-2009-1883|
CVE-2009-1887|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1888|allowedAction({attacker,remote},modify,{control,access,list}) 
CVE-2009-1889|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1890|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1891|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1893|allowedAction({local,user},overwrite,{command,arbitrary}) 
CVE-2009-1902|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1904|allowedAction({attacker,context-dependent},cause,{denial,service}) 
CVE-2009-1910|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1911|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
